Timestamp,How many hours do you play a week?,Which game mode do you usually play the most?,What is your average rank?,What are your most-played hero categories?,Who is your favourite hero to play?,Who is the least fun hero to play against?,Who is your most played hero?,Who is your 2nd most played hero?,Who is your 3rd most played hero?,I enjoy playing as Ashe,I enjoy playing against Ashe,How do you rate Ashe in terms of balance?,I enjoy playing as Bastion,I enjoy playing against Bastion,How do you rate Bastion in terms of balance?,I enjoy playing as Doomfist,I enjoy playing against Doomfist,How do you rate Doomfist in terms of balance?,I enjoy playing as Genji,I enjoy playing against Genji,How do you rate Genji in terms of balance?,I enjoy playing as Hanzo,I enjoy playing against Hanzo,How do you rate Hanzo in terms of balance?,I enjoy playing as Junkrat,I enjoy playing against Junkrat,How do you rate Junkrat in terms of balance?,I enjoy playing as McCree,I enjoy playing against McCree,How do you rate McCree in terms of balance?,I enjoy playing as Mei,I enjoy playing against Mei,How do you rate Mei in terms of balance?,I enjoy playing as Pharah,I enjoy playing against Pharah,How do you rate Pharah in terms of balance?,I enjoy playing as Reaper,I enjoy playing against Reaper,How do you rate Reaper in terms of balance?,I enjoy playing as Soldier: 76,I enjoy playing against Soldier: 76,How do you rate Soldier: 76 in terms of balance?,I enjoy playing as Sombra,I enjoy playing against Sombra,How do you rate Sombra in terms of balance?,I enjoy playing as Symmetra,I enjoy playing against Symmetra,How do you rate Symmetra in terms of balance?,I enjoy playing as Torbjorn,I enjoy playing against Torbjorn,How do you rate Torbjorn in terms of balance?,I enjoy playing as Tracer,I enjoy playing against Tracer,How do you rate Tracer in terms of balance?,I enjoy playing as Widowmaker,I enjoy playing against Widowmaker,How do you rate Widowmaker in terms of balance?,I enjoy playing as Ana,I enjoy playing against Ana,How do you rate Ana in terms of balance?,I enjoy playing as Baptiste,I enjoy playing against Baptiste,How do you rate Baptiste in terms of balance?,I enjoy playing as Brigitte,I enjoy playing against Brigitte,How do you rate Brigitte in terms of balance?,I enjoy playing as Lucio,I enjoy playing against Lucio,How do you rate Lucio in terms of balance?,I enjoy playing as Mercy,I enjoy playing against Mercy,How do you rate Mercy in terms of balance?,I enjoy playing as Moira,I enjoy playing against Moira,How do you rate Moira in terms of balance?,I enjoy playing as Zenyatta,I enjoy playing against Zenyatta,How do you rate Zenyatta in terms of balance?,I enjoy playing as D.va,I enjoy playing against D.va,How do you rate D.va in terms of balance?,I enjoy playing as Orisa,I enjoy playing against Orisa,How do you rate Orisa in terms of balance?,I enjoy playing as Reinhardt,I enjoy playing against Reinhardt,How do you rate Reinhardt in terms of balance?,I enjoy playing as Roadhog,I enjoy playing against Roadhog,How do you rate Roadhog in terms of balance?,I enjoy playing as Sigma,I enjoy playing against Sigma,How do you rate Sigma in terms of balance?,I enjoy playing as Winston,I enjoy playing against Winston,How do you rate Winston in terms of balance?,I enjoy playing as Wrecking Ball,I enjoy playing against Wrecking Ball,How do you rate Wrecking Ball in terms of balance?,I enjoy playing as Zarya,I enjoy playing against Zarya,How do you rate Zarya in terms of balance?
9/26/2019 17:06:26,10-20,Competitive,Diamond,Damage,Tracer,Symmetra,Widowmaker,Doomfist,Tracer,4,4,3,3,2,4,5,3,4,4,4,2,4,3,4,3,3,3,4,4,4,3,2,4,4,4,3,2,3,4,4,4,2,4,4,3,2,1,4,2,2,3,5,4,3,5,5,4,5,5,4,4,2,3,2,3,3,5,5,3,3,2,3,3,2,4,5,5,3,3,3,2,2,2,5,2,5,3,4,3,3,4,3,4,5,5,3,5,4,4,5,4,3
9/26/2019 17:07:42,5-10,Competitive,Platinum,"Damage, Tank",D.va,Doomfist,D.va,Genji,Pharah,4,3,3,2,1,4,3,1,4,5,4,2,4,3,3,3,2,3,2,2,3,5,2,4,5,1,3,5,4,4,2,5,3,2,2,3,2,1,5,3,2,3,5,3,3,3,2,3,5,4,3,4,4,3,5,3,3,3,3,3,1,5,3,3,2,5,3,3,2,5,3,2,1,1,5,4,4,2,3,4,3,5,3,4,2,4,2,5,5,3,2,2,3
9/26/2019 17:08:20,10-20,Competitive,Diamond,Tank,Winston,Reaper,Orisa,Reinhardt,Widowmaker,5,4,3,4,2,3,5,3,4,5,5,2,2,1,4,2,1,2,1,4,3,2,1,4,2,2,3,2,1,5,3,2,1,2,2,3,1,1,4,4,3,2,5,5,3,1,2,5,5,5,3,4,3,5,5,2,3,4,4,4,3,2,3,2,1,5,2,4,3,4,4,3,2,1,5,5,5,1,2,1,2,4,1,5,5,5,1,4,3,3,5,4,2
9/26/2019 17:09:18,10-20,Quick Play,Diamond,"Damage, Support",Soldier: 76,Doomfist,McCree,Soldier: 76,Ana,3,3,3,1,1,4,1,1,5,3,3,3,3,3,4,3,3,3,5,3,4,4,2,3,3,2,3,3,2,4,5,4,3,4,2,3,5,1,5,3,2,3,3,2,3,3,1,3,4,3,3,4,3,4,4,3,3,3,3,3,4,3,3,4,2,3,4,3,3,4,3,2,3,2,3,4,3,3,4,3,3,3,2,3,4,3,3,4,2,3,4,3,3
9/26/2019 17:09:40,5-10,Competitive,Platinum,Support,Pharah,Doomfist,Ana,Pharah,Hanzo,4,5,3,2,2,3,3,1,5,5,4,3,4,4,3,3,3,2,5,5,3,4,3,4,5,4,3,3,2,4,3,4,2,2,2,2,3,2,4,3,2,2,4,4,3,5,4,3,5,5,2,4,3,4,3,2,3,4,3,4,2,4,3,5,3,4,5,5,3,4,4,3,2,3,4,4,5,2,4,4,3,4,2,5,2,3,2,4,3,3,5,5,3
9/26/2019 17:11:37,0-5,Quick Play,Platinum,"Damage, Support",Ana,Moira,Ana,Soldier: 76,Zenyatta,4,3,3,1,1,3,1,1,5,4,4,2,5,5,3,1,1,3,4,4,3,5,1,3,3,2,3,1,1,4,5,5,1,4,2,3,1,1,4,2,1,3,5,5,2,1,1,4,5,5,2,3,3,3,2,2,3,1,4,3,3,3,3,1,1,5,5,5,3,1,4,3,4,2,3,5,5,2,3,4,3,3,1,5,5,5,1,3,3,3,5,5,2
9/26/2019 17:12:21,5-10,Competitive,Gold,Damage,Genji,Symmetra,Genji,Junkrat,D.va,3,1,3,2,4,3,4,1,5,5,1,1,3,1,2,5,1,3,4,2,2,3,1,5,5,3,2,5,3,2,4,2,3,3,1,5,4,1,5,1,2,3,3,2,3,4,3,3,4,2,3,3,1,4,1,2,1,4,1,3,1,2,2,4,1,5,4,3,3,4,4,3,1,3,5,4,4,3,3,3,3,4,1,5,1,1,2,3,3,3,5,1,3
9/26/2019 17:12:25,10-20,Competitive,Platinum,Tank,Winston,Mei,Reinhardt,Roadhog,Sombra,4,3,3,5,1,3,3,2,3,1,2,3,4,3,3,4,1,4,5,3,3,5,1,5,5,3,3,5,1,4,5,3,3,5,2,3,5,1,5,5,4,2,5,3,3,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,1,5,1,3,1,5,5,3,3,5,4,2,2,2,3,5,2,2,3,4,2,1,1,5,5,4,1,5,4,2,5,2,3
9/26/2019 17:12:54,20+,Competitive,t500,Damage,Soldier: 76,Doomfist,Soldier: 76,Tracer,McCree,2,5,4,4,1,3,5,1,5,4,4,2,4,2,4,1,3,3,2,4,3,1,1,5,2,4,3,4,4,4,5,5,1,1,1,4,1,1,4,4,4,2,5,5,2,4,4,4,3,5,3,3,1,5,1,1,3,4,4,3,1,4,3,2,1,5,4,5,3,1,1,3,1,1,5,3,5,1,5,5,2,4,1,4,4,5,1,4,2,4,5,5,2
9/26/2019 17:13:16,5-10,Competitive,Diamond,Support,Lucio,Doomfist,Lucio,McCree,Ana,4,4,3,4,2,3,3,1,4,2,4,2,5,2,4,3,3,3,5,5,3,5,2,3,5,4,3,5,3,3,2,4,1,2,1,3,4,1,3,3,3,3,4,2,3,4,1,5,5,5,3,5,4,4,2,3,2,5,5,3,4,4,2,3,2,3,4,4,3,2,3,3,1,1,5,3,3,2,5,4,3,5,2,2,1,3,3,5,5,3,5,5,3
9/26/2019 17:13:27,5-10,Competitive,Platinum,Support,Tracer,Junkrat,Ana,Roadhog,Tracer,2,3,3,1,1,4,3,1,5,3,3,3,2,3,3,1,1,5,5,5,3,1,3,3,2,3,3,4,3,3,4,3,2,3,3,3,3,2,3,1,1,3,5,4,3,5,2,3,5,5,2,5,5,2,1,2,3,1,3,3,1,3,4,4,3,3,5,4,2,5,4,3,1,1,3,1,4,3,5,4,2,1,2,4,4,3,3,1,3,3,4,4,3
9/26/2019 17:13:54,5-10,Arcade,Platinum,Damage,Widowmaker,Moira,Widowmaker,McCree,Wrecking Ball,1,1,2,5,4,2,5,3,4,4,4,3,5,4,3,3,3,2,5,4,3,3,1,5,5,5,3,2,2,5,1,1,1,2,2,4,1,1,5,5,5,3,4,4,3,5,5,3,4,5,3,1,3,2,1,1,2,5,5,1,3,3,3,1,1,4,5,5,3,2,2,2,1,1,5,3,3,2,4,2,4,1,1,4,4,3,1,5,4,2,3,3,3
9/26/2019 17:14:30,0-5,Competitive,Gold,Tank,Reaper,Orisa,Reinhardt,Lucio,Ana,5,4,4,5,1,2,5,5,3,1,5,4,5,3,3,5,5,4,5,5,5,5,2,3,5,3,4,5,4,4,5,5,5,5,5,5,5,2,1,5,3,2,3,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,5,5,5,5,5,5,4,4,4,2,1,2,5,5,5,4,5,4,4,3,3,4,4,3,5,5,5,5,5,5
9/26/2019 17:14:46,20+,Competitive,t500,Tank,Winston,Widowmaker,Winston,Reinhardt,Roadhog,4,4,3,1,1,3,5,2,4,4,5,2,3,2,5,3,4,2,3,3,3,4,1,5,3,3,3,3,3,3,4,5,2,3,1,5,1,4,5,5,4,2,4,5,2,2,1,5,5,5,3,2,2,4,4,3,3,5,5,3,2,4,3,1,1,5,4,3,3,2,5,2,1,1,5,5,5,1,5,3,3,3,1,4,5,5,1,5,4,1,5,3,2
9/26/2019 17:15:07,10-20,Competitive,Masters,"Damage, Tank",Doomfist,Mei,Reinhardt,D.va,Zarya,4,4,3,4,2,3,5,3,4,3,3,3,4,4,3,2,1,3,4,5,2,4,1,4,4,2,3,4,2,4,4,4,2,3,1,3,2,1,5,2,2,1,4,4,2,3,2,4,4,4,2,4,2,4,1,1,3,4,4,3,3,4,3,2,2,5,5,5,3,4,4,3,4,2,4,5,5,2,5,5,3,5,5,5,3,3,1,4,4,3,5,5,4
9/26/2019 17:15:46,5-10,Competitive,Platinum,"Damage, Tank",Zarya,Doomfist,Zarya,Tracer,D.va,2,3,4,3,1,3,3,1,4,1,3,4,4,3,3,3,3,3,4,3,3,5,2,3,5,4,4,4,3,3,3,3,1,3,1,3,3,1,5,2,2,3,5,3,3,3,3,4,4,3,3,3,4,4,1,1,3,3,4,3,1,1,2,5,3,3,3,2,1,4,4,2,1,1,5,3,3,2,5,3,3,5,3,4,3,3,1,1,1,3,5,5,4
9/26/2019 17:16:05,5-10,Competitive,Gold,Tank,Roadhog,Moira,Roadhog,Zarya,Orisa,4,4,3,2,2,4,2,2,5,1,3,3,2,4,3,3,2,3,5,4,3,3,1,4,3,2,2,3,1,4,5,4,3,2,4,2,1,1,5,1,3,4,4,2,4,4,3,3,4,4,3,4,3,4,1,3,3,3,2,4,1,3,3,1,1,5,1,3,3,2,4,3,1,2,4,4,4,2,5,4,3,4,4,5,2,4,2,4,2,3,4,3,2
9/26/2019 17:17:05,20+,Competitive,Platinum,Tank,Winston,Junkrat,Wrecking Ball,Orisa,Winston,4,3,1,4,2,3,2,2,4,2,3,2,2,3,3,3,1,3,4,3,3,3,1,4,4,1,3,5,1,4,5,3,1,5,1,3,3,1,3,5,3,2,5,3,2,3,3,3,5,3,2,4,2,4,3,3,2,4,2,3,2,3,2,5,2,3,5,3,2,2,3,3,4,3,4,5,3,2,5,3,2,2,3,5,5,3,2,5,2,3,5,2,2
9/26/2019 17:17:49,5-10,Competitive,Platinum,"Support, Tank",Roadhog,Doomfist,Roadhog,Reinhardt,McCree,3,3,3,1,2,4,2,2,4,3,4,3,4,4,3,4,3,3,4,4,3,5,3,3,5,4,3,2,3,4,2,4,2,2,3,3,2,2,4,1,4,3,2,3,3,2,3,3,5,4,4,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,3,3,4,3,3,2,3,3,4,4,3,5,5,3,5,3,4,5,4,2,2,2,3,4,4,3
9/26/2019 17:18:09,10-20,Scrims,Masters,Tank,D.va,Mei,Sigma,D.va,Zarya,4,4,2,3,2,2,4,1,4,3,3,2,4,4,3,4,2,3,2,3,3,4,1,3,3,2,4,3,3,3,3,5,1,4,1,3,3,3,3,5,4,2,3,3,3,2,1,3,5,3,3,4,2,4,5,4,1,4,4,4,5,2,3,4,2,3,5,3,3,5,3,2,1,1,5,5,5,2,5,4,3,5,3,5,5,5,2,5,3,3,5,3,4
9/26/2019 17:18:41,10-20,Quick Play,Diamond,"Damage, Support",Widowmaker,Doomfist,Widowmaker,Ana,McCree,5,5,3,2,3,3,3,1,5,2,3,3,5,5,3,1,3,3,5,4,3,3,3,3,3,3,2,1,2,3,3,3,3,2,1,4,3,1,3,2,3,3,5,4,3,5,5,4,5,4,3,3,2,3,1,3,2,4,5,3,3,3,2,4,2,4,2,3,3,3,3,3,1,2,5,1,5,2,4,4,3,1,1,4,4,5,1,3,2,2,4,3,3
9/26/2019 17:19:47,10-20,Competitive,t500,"Damage, Tank",Tracer,Orisa,McCree,Doomfist,Hanzo,4,4,3,2,2,3,4,1,4,5,5,3,5,5,3,1,1,3,5,5,3,3,2,3,5,5,3,3,3,3,5,5,1,3,3,3,1,1,4,1,1,2,5,5,3,5,5,3,5,4,3,1,1,4,1,1,2,5,5,3,5,5,3,1,1,3,5,5,2,1,3,3,1,1,5,5,5,2,5,4,3,5,2,4,5,5,1,5,5,1,5,5,3
9/26/2019 17:19:49,5-10,Competitive,Diamond,"Damage, Tank",Reinhardt,Moira,Reinhardt,Genji,Winston,3,2,2,2,4,2,3,1,4,5,5,2,4,1,4,3,2,1,5,4,2,1,2,4,3,3,3,4,2,4,4,5,1,3,2,3,1,1,5,2,2,2,3,4,3,3,2,4,4,4,3,4,2,4,1,1,2,5,5,4,1,2,2,1,1,4,5,5,3,3,2,3,2,1,5,5,5,2,3,2,3,4,2,4,5,5,2,4,2,4,4,4,2
9/26/2019 17:20:18,5-10,Quick Play,Gold,"Support, Tank",Ana,Mei,Widowmaker,Ana,Winston,2,4,3,2,2,3,4,3,4,5,5,3,5,4,3,5,3,3,4,5,3,5,1,5,5,5,3,1,2,3,4,5,2,2,1,5,1,1,4,3,3,2,5,5,2,5,5,3,5,5,3,4,2,4,2,2,3,2,5,3,5,5,3,1,1,4,3,5,3,1,2,3,1,1,5,4,5,2,5,5,2,4,1,5,5,5,2,2,4,3,5,5,3
9/26/2019 17:20:35,5-10,Competitive,Diamond,Tank,Wrecking Ball,Sombra,Wrecking Ball,Roadhog,Mei,2,4,3,1,2,3,5,4,3,1,4,3,5,4,3,5,4,3,3,2,3,5,3,3,1,2,3,2,2,4,2,3,2,2,1,4,1,2,3,1,2,3,4,2,3,2,2,3,4,4,3,5,4,3,3,4,3,2,4,3,1,4,3,5,4,4,4,4,3,2,4,3,2,2,5,2,4,3,5,4,3,2,4,3,3,4,2,5,5,3,4,3,3
9/26/2019 17:21:39,5-10,Arcade,Gold,Tank,Winston,Sombra,Lucio,Reinhardt,Zarya,5,3,4,4,3,4,5,2,4,5,3,3,5,3,3,5,5,3,5,3,3,5,2,3,5,3,3,4,2,4,4,3,3,2,2,3,4,2,4,5,3,3,4,2,3,3,3,3,2,3,3,2,2,3,5,2,4,5,5,3,1,3,3,5,3,4,5,5,2,5,3,3,4,2,4,5,5,2,5,5,3,4,2,4,5,5,2,3,3,3,5,5,3
9/26/2019 17:21:48,0-5,Quick Play,Gold,Damage,Symmetra,Doomfist,Symmetra,Ana,Sombra,4,3,3,2,2,1,1,1,5,2,4,2,1,1,4,3,3,3,2,2,4,3,2,4,4,2,3,2,2,4,1,4,2,5,3,2,5,3,3,2,2,3,1,3,3,1,1,5,4,3,4,2,2,4,2,1,3,2,2,4,4,4,2,4,3,4,3,4,3,3,3,2,5,3,5,1,3,2,3,2,4,4,2,5,3,2,1,4,2,2,3,3,3
9/26/2019 17:22:30,10-20,Competitive,Platinum,Support,Mercy,Junkrat,Mercy,Mercy,Mercy,3,3,3,3,2,3,3,3,4,3,3,3,3,3,4,3,1,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,5,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
9/26/2019 17:22:46,20+,Competitive,t500,Tank,Zarya,Mei,Zarya,D.va,Roadhog,4,4,3,4,1,4,5,1,5,1,5,2,5,3,4,3,4,3,5,5,3,1,1,5,5,4,3,3,1,4,5,5,1,2,2,3,5,2,4,4,3,3,5,4,2,5,2,4,5,5,3,3,1,5,1,3,2,4,4,4,1,3,2,3,1,4,4,5,2,5,5,2,1,1,5,3,3,2,5,4,3,5,3,4,2,4,2,1,3,3,5,5,2
9/26/2019 17:23:24,10-20,Competitive,Masters,"Damage, Support, Tank",Reaper,Widowmaker,Reaper,Mercy,Reinhardt,5,5,3,1,2,3,2,2,4,1,1,1,1,1,5,5,5,3,2,2,4,4,4,3,5,5,4,5,5,3,4,4,1,1,1,4,1,1,4,2,2,3,4,4,2,2,1,5,4,5,3,5,5,4,1,1,2,5,5,3,4,4,4,2,2,5,5,5,1,5,5,1,2,3,4,5,5,1,1,1,3,4,4,4,4,4,1,2,5,2,3,3,2
9/26/2019 17:24:00,5-10,Arcade,Masters,"Support, Tank",Lucio,Widowmaker,Lucio,Reinhardt,Ana,4,4,3,2,3,3,3,1,5,2,4,2,4,2,4,4,4,3,5,5,3,3,1,5,5,5,3,2,2,4,2,4,1,4,1,5,3,3,4,5,4,3,4,3,3,1,1,5,4,4,3,4,2,4,4,3,2,5,4,2,1,4,3,4,2,4,4,4,3,4,4,2,1,1,5,1,4,1,5,4,2,2,1,5,2,4,2,1,2,3,3,3,2
9/26/2019 17:24:20,10-20,Competitive,Platinum,"Damage, Support, Tank",Ashe,Bastion,Lucio,Ashe,Wrecking Ball,5,4,4,1,1,4,2,3,4,2,3,3,5,4,3,2,4,3,4,4,3,2,4,3,2,3,3,3,3,3,4,4,2,3,4,4,3,3,4,2,3,3,4,4,2,2,3,3,4,4,3,4,4,3,2,4,2,4,4,2,2,4,3,2,4,3,3,4,3,3,4,3,2,4,3,1,4,3,3,4,3,2,3,4,2,4,2,5,4,3,2,4,3
9/26/2019 17:25:02,10-20,Competitive,Diamond,Tank,Winston,Mei,Reinhardt,Winston,Orisa,3,5,3,5,1,4,5,1,4,4,5,1,3,3,4,5,2,3,3,4,3,3,1,4,3,3,3,5,1,4,3,5,1,4,2,4,1,1,5,3,4,2,4,4,2,1,2,4,5,5,3,5,2,4,1,5,1,5,5,3,1,5,3,1,1,5,1,5,1,5,5,2,1,1,5,5,5,2,5,4,3,5,1,5,5,5,1,4,2,2,5,5,3
9/26/2019 17:25:05,10-20,Arcade,Platinum,Tank,Reinhardt,Hanzo,Genji,Reinhardt,D.va,3,3,2,3,1,2,3,1,2,4,3,2,4,1,4,4,2,3,4,4,3,3,2,3,3,4,3,3,1,3,2,4,1,4,1,3,4,2,2,3,2,2,4,4,3,3,1,4,4,4,3,2,2,3,2,2,2,4,3,3,2,3,3,4,2,3,4,3,2,4,4,2,1,1,4,5,5,3,3,2,2,5,3,4,4,3,2,4,3,3,3,3,3
9/26/2019 17:25:28,5-10,Competitive,Diamond,"Support, Tank",Ana,Hanzo,Ana,Zarya,Zenyatta,5,5,3,4,3,3,4,1,4,4,3,3,2,1,5,3,2,4,5,5,4,5,2,4,5,5,3,4,4,4,5,5,2,5,4,3,3,1,4,2,3,3,5,5,3,5,2,4,5,5,3,5,5,3,3,2,2,4,4,3,5,5,3,5,2,4,5,5,3,5,5,3,4,2,4,5,5,3,5,3,3,4,3,4,5,4,3,5,5,3,5,5,3
9/26/2019 17:26:02,0-5,Quick Play,Masters,Tank,Reinhardt,Widowmaker,McCree,Winston,Reinhardt,3,3,4,4,1,3,5,1,4,2,1,3,2,1,5,1,1,3,5,5,4,4,2,4,4,3,4,1,1,4,4,4,3,4,1,3,1,1,3,4,2,3,5,5,3,4,1,5,4,1,3,3,3,4,1,1,3,2,2,3,1,2,3,1,1,4,5,5,3,2,1,3,3,2,4,5,5,3,2,2,3,4,1,4,5,5,3,3,2,3,4,4,3
9/26/2019 17:28:33,5-10,Competitive,Platinum,Tank,Wrecking Ball,Symmetra,Roadhog,Wrecking Ball,Doomfist,3,4,3,4,3,3,5,4,4,3,3,2,3,2,3,4,3,3,3,3,3,4,1,4,4,3,3,4,3,4,3,4,2,3,1,3,4,1,4,4,3,3,2,4,3,1,1,4,2,3,3,4,4,3,3,3,3,3,2,3,2,4,3,4,3,3,4,3,3,3,3,2,1,1,4,4,4,2,5,4,3,4,2,4,4,3,2,5,5,3,4,3,3
9/26/2019 17:28:37,5-10,Competitive,Platinum,"Damage, Support, Tank",Reaper,Doomfist,Reinhardt,Reaper,Mercy,1,4,3,5,2,3,3,1,5,3,3,3,4,2,3,5,4,3,4,4,3,5,2,4,2,1,4,5,4,4,1,5,1,2,3,3,5,1,5,3,3,2,3,4,3,4,3,3,4,4,3,5,4,3,3,3,3,2,3,3,5,4,3,5,4,3,5,4,1,3,3,3,1,3,4,5,3,2,4,3,3,5,4,3,2,5,1,5,3,3,4,3,4
9/26/2019 17:29:33,20+,Quick Play,Grandmasters,Support,Ana,Doomfist,Ana,Mercy,Zenyatta,3,3,3,2,2,3,1,1,4,4,4,3,4,2,3,2,2,2,4,5,3,4,2,3,4,4,3,3,3,5,4,5,1,3,2,2,4,3,3,4,3,2,4,3,1,4,2,3,5,5,3,5,4,3,2,2,2,2,4,4,3,3,3,1,2,4,5,5,2,4,3,2,1,1,5,2,5,2,4,4,3,3,1,5,3,4,1,4,2,3,4,5,3
9/26/2019 17:29:40,5-10,Competitive,Diamond,"Damage, Support",Ashe,Doomfist,Ashe,Pharah,Soldier: 76,5,5,3,5,5,3,3,1,3,1,1,4,5,5,3,5,5,3,5,5,3,1,1,4,5,5,3,5,5,3,5,5,3,5,5,3,5,5,2,4,5,2,5,5,3,5,5,3,5,5,2,5,5,3,5,5,3,5,2,3,5,5,3,5,5,4,5,5,2,5,5,3,5,5,3,5,5,2,5,5,4,5,5,5,5,5,3,5,5,4,5,5,3
9/26/2019 17:30:04,10-20,Competitive,Grandmasters,Tank,D.va,Doomfist,Orisa,Sigma,Zarya,3,3,3,2,1,3,3,1,1,4,3,3,3,2,3,3,3,3,3,4,3,4,1,4,4,4,3,3,3,3,3,4,2,3,1,3,3,1,5,3,3,3,3,2,3,3,1,4,5,3,3,3,2,3,3,2,2,3,3,3,4,3,3,3,1,5,4,4,2,5,3,2,4,3,4,4,3,2,4,3,3,4,3,3,4,3,2,3,1,3,5,4,3
9/26/2019 17:30:24,10-20,Competitive,Silver,Support,Mercy,Junkrat,Mercy,D.va,Symmetra,3,3,4,3,2,3,1,1,4,3,4,4,3,2,5,3,1,3,3,3,3,4,3,3,2,3,3,3,2,4,3,4,3,3,2,3,5,4,3,3,3,3,3,2,4,2,1,5,4,4,4,4,4,3,1,1,3,3,4,3,5,5,2,4,3,3,3,5,3,5,4,2,3,4,3,3,4,2,2,2,3,2,3,4,3,3,3,3,3,3,4,3,3
9/26/2019 17:30:24,5-10,Competitive,Platinum,Support,Ana,Doomfist,Baptiste,Ana,Moira,2,3,3,4,3,3,3,1,4,3,3,2,4,2,4,3,4,3,5,4,3,2,1,5,3,4,3,2,1,4,5,5,2,3,3,4,1,1,3,3,2,3,3,3,3,3,1,3,5,5,3,5,5,4,2,2,2,3,2,3,2,2,2,4,2,3,5,5,3,3,3,3,1,1,4,2,4,2,3,3,3,2,1,5,4,4,3,4,2,4,4,4,3
9/26/2019 17:30:38,5-10,Competitive,Diamond,"Damage, Tank",Genji,Mei,Genji,Doomfist,Hanzo,2,3,3,1,1,3,4,1,4,5,3,1,4,3,4,2,2,2,4,4,4,3,1,3,4,2,3,5,2,3,3,5,1,4,1,2,2,1,4,4,3,2,4,4,2,1,1,5,5,5,3,3,2,5,2,3,1,3,4,2,1,3,3,1,1,4,5,4,2,3,3,1,2,1,5,4,5,1,4,2,2,4,1,5,5,3,1,4,4,2,5,4,3
9/26/2019 17:31:45,5-10,Competitive,Diamond,"Damage, Support, Tank",Genji,Pharah,Ana,Genji,Reinhardt,4,3,3,5,2,2,5,3,4,5,2,1,4,3,4,1,1,2,4,4,3,4,3,4,1,1,4,4,5,3,3,5,2,4,4,3,1,1,5,2,4,2,3,4,1,3,3,3,5,5,3,3,2,4,5,4,1,2,4,4,1,3,3,4,5,4,5,5,2,4,4,2,3,2,5,4,5,3,4,3,3,2,1,5,4,4,1,2,3,3,3,3,3
9/26/2019 17:33:59,10-20,Competitive,Platinum,Tank,Zarya,Doomfist,Reinhardt,Zarya,D.va,4,3,3,3,2,3,2,1,2,3,4,4,4,2,4,4,3,3,4,4,3,3,2,3,4,3,3,4,3,3,4,4,2,4,2,3,4,2,5,2,2,2,5,4,3,4,1,5,5,4,4,3,3,3,4,3,3,3,4,3,2,4,3,3,2,4,5,4,4,5,4,3,1,1,5,5,4,3,4,3,3,5,3,4,5,4,2,4,4,3,5,5,3
9/26/2019 17:34:54,0-5,Quick Play,Diamond,"Damage, Support, Tank",Ana,Orisa,Sombra,Ana,D.va,5,5,2,2,2,3,4,3,3,3,4,2,2,1,4,2,2,3,3,4,3,5,2,3,4,5,3,2,2,3,3,4,3,5,5,3,2,1,4,5,4,3,5,5,3,2,3,3,5,5,3,4,4,3,4,4,3,5,5,3,2,3,3,1,1,3,4,4,3,5,4,3,1,1,5,5,5,2,4,4,3,3,3,3,5,4,2,5,5,3,4,5,3
9/26/2019 17:35:14,0-5,Quick Play,Gold,Support,Ana,Orisa,Ana,Reinhardt,Wrecking Ball,4,4,3,2,3,2,3,4,3,4,3,3,2,3,3,1,3,3,3,3,2,3,3,3,2,1,3,2,3,2,3,3,3,3,3,4,3,3,2,2,3,2,3,3,3,3,3,3,5,5,3,3,3,3,2,3,2,4,4,3,2,2,2,2,3,3,2,3,3,3,3,3,2,2,4,4,4,3,3,3,3,3,2,4,2,3,3,5,4,3,3,3,3
9/26/2019 17:35:58,5-10,Competitive,Platinum,"Support, Tank",Widowmaker,Doomfist,Lucio,Zenyatta,D.va,4,4,3,3,1,2,2,1,5,4,4,2,5,4,3,3,2,3,5,4,3,2,1,4,4,3,2,3,3,3,4,4,3,3,2,3,2,2,4,5,1,3,3,2,3,5,2,4,4,3,3,2,1,4,3,3,3,5,4,3,3,2,3,3,3,3,5,4,3,3,3,3,4,2,4,2,3,2,5,3,3,3,1,4,5,3,2,4,4,3,4,3,3
9/26/2019 17:36:06,0-5,Competitive,Diamond,Tank,D.va,Doomfist,D.va,Reinhardt,Winston,1,4,3,1,1,3,1,1,5,1,2,1,4,3,5,1,1,4,1,2,4,3,1,4,1,4,2,4,2,4,5,5,1,1,1,4,1,1,4,1,1,3,3,2,3,4,2,3,3,2,3,3,3,3,4,2,2,5,5,3,4,3,3,2,3,4,1,5,2,5,5,2,3,2,5,5,5,2,1,2,2,3,2,4,5,5,2,1,2,3,5,5,3
