Timestamp,How many hours do you play a week?,Which game mode do you usually play the most?,What is your average rank?,What are your most-played hero categories?,Who is your favourite hero to play?,Who is the least fun hero to play against?,Who is your most played hero?,Who is your 2nd most played hero?,Who is your 3rd most played hero?,I enjoy playing as Ashe,I enjoy playing against Ashe,How do you rate Ashe in terms of balance?,I enjoy playing as Bastion,I enjoy playing against Bastion,How do you rate Bastion in terms of balance?,I enjoy playing as Doomfist,I enjoy playing against Doomfist,How do you rate Doomfist in terms of balance?,I enjoy playing as Genji,I enjoy playing against Genji,How do you rate Genji in terms of balance?,I enjoy playing as Hanzo,I enjoy playing against Hanzo,How do you rate Hanzo in terms of balance?,I enjoy playing as Junkrat,I enjoy playing against Junkrat,How do you rate Junkrat in terms of balance?,I enjoy playing as McCree,I enjoy playing against McCree,How do you rate McCree in terms of balance?,I enjoy playing as Mei,I enjoy playing against Mei,How do you rate Mei in terms of balance?,I enjoy playing as Pharah,I enjoy playing against Pharah,How do you rate Pharah in terms of balance?,I enjoy playing as Reaper,I enjoy playing against Reaper,How do you rate Reaper in terms of balance?,I enjoy playing as Soldier: 76,I enjoy playing against Soldier: 76,How do you rate Soldier: 76 in terms of balance?,I enjoy playing as Sombra,I enjoy playing against Sombra,How do you rate Sombra in terms of balance?,I enjoy playing as Symmetra,I enjoy playing against Symmetra,How do you rate Symmetra in terms of balance?,I enjoy playing as Torbjorn,I enjoy playing against Torbjorn,How do you rate Torbjorn in terms of balance?,I enjoy playing as Tracer,I enjoy playing against Tracer,How do you rate Tracer in terms of balance?,I enjoy playing as Widowmaker,I enjoy playing against Widowmaker,How do you rate Widowmaker in terms of balance?,I enjoy playing as Ana,I enjoy playing against Ana,How do you rate Ana in terms of balance?,I enjoy playing as Baptiste,I enjoy playing against Baptiste,How do you rate Baptiste in terms of balance?,I enjoy playing as Brigitte,I enjoy playing against Brigitte,How do you rate Brigitte in terms of balance?,I enjoy playing as Lucio,I enjoy playing against Lucio,How do you rate Lucio in terms of balance?,I enjoy playing as Mercy,I enjoy playing against Mercy,How do you rate Mercy in terms of balance?,I enjoy playing as Moira,I enjoy playing against Moira,How do you rate Moira in terms of balance?,I enjoy playing as Zenyatta,I enjoy playing against Zenyatta,How do you rate Zenyatta in terms of balance?,I enjoy playing as D.va,I enjoy playing against D.va,How do you rate D.va in terms of balance?,I enjoy playing as Orisa,I enjoy playing against Orisa,How do you rate Orisa in terms of balance?,I enjoy playing as Reinhardt,I enjoy playing against Reinhardt,How do you rate Reinhardt in terms of balance?,I enjoy playing as Roadhog,I enjoy playing against Roadhog,How do you rate Roadhog in terms of balance?,I enjoy playing as Sigma,I enjoy playing against Sigma,How do you rate Sigma in terms of balance?,I enjoy playing as Winston,I enjoy playing against Winston,How do you rate Winston in terms of balance?,I enjoy playing as Wrecking Ball,I enjoy playing against Wrecking Ball,How do you rate Wrecking Ball in terms of balance?,I enjoy playing as Zarya,I enjoy playing against Zarya,How do you rate Zarya in terms of balance?
9/26/2019 9:05:50,10-20,Competitive,Diamond,"Support, Tank",Reinhardt,Reaper,Reinhardt,Ana,Roadhog,3,3,3,1,1,4,4,2,4,1,2,3,1,2,4,1,2,4,3,4,3,4,1,4,1,4,2,1,1,5,3,3,2,4,1,4,3,2,3,3,3,3,3,2,2,3,2,3,5,4,3,4,3,3,1,3,2,4,5,3,2,4,3,1,1,4,3,3,2,3,4,2,1,1,5,5,5,2,4,4,2,5,4,4,5,5,2,5,2,3,4,4,2
9/26/2019 9:06:47,20+,Competitive,Diamond,Tank,Sigma,Doomfist,Zarya,Zenyatta,Roadhog,5,3,3,2,1,4,3,1,4,3,4,3,5,4,3,2,1,3,3,5,3,4,2,3,3,2,3,2,1,4,3,5,3,3,2,3,5,1,5,3,2,3,3,3,3,3,3,3,3,4,3,3,1,4,2,2,2,3,3,3,1,3,3,3,2,3,4,4,1,4,4,1,2,2,4,1,4,3,4,3,3,5,1,4,4,4,3,4,3,3,5,4,2
9/26/2019 9:10:08,5-10,Quick Play,Diamond,"Damage, Support",Hanzo,Doomfist,Hanzo,Ana,Lucio,4,4,3,2,1,4,2,1,5,3,3,3,5,2,3,1,1,4,4,4,3,4,1,3,1,3,4,2,1,5,4,3,1,4,1,3,4,1,5,3,3,3,3,2,2,4,2,4,4,4,3,4,4,4,1,1,2,5,4,2,1,1,3,1,1,5,3,3,3,4,3,3,1,1,4,4,3,3,4,2,3,4,2,5,4,2,3,4,1,3,4,2,3
9/26/2019 9:10:17,5-10,Competitive,Diamond,"Support, Tank",Ana,Orisa,Roadhog,Zarya,Ana,5,4,2,1,1,4,2,1,5,3,2,2,5,3,3,1,1,2,3,3,4,4,1,4,5,5,1,1,1,4,3,5,1,3,1,3,3,1,4,2,3,2,4,2,2,1,1,3,5,5,2,5,2,4,1,1,2,3,4,4,1,3,2,5,3,5,4,5,2,2,2,1,1,1,5,2,4,1,5,5,1,5,2,5,3,5,1,4,1,2,5,3,3
9/26/2019 9:11:02,0-5,Quick Play,Platinum,"Damage, Tank",McCree,Orisa,Roadhog,Genji,Reinhardt,4,4,3,3,3,3,4,3,4,2,2,2,4,4,3,3,3,3,4,4,3,4,4,3,2,2,3,4,4,4,2,4,2,3,3,3,4,4,4,2,3,3,3,4,3,3,3,3,4,4,3,4,4,3,3,3,2,4,4,3,4,4,3,4,3,4,2,4,2,3,4,2,1,1,4,4,4,2,4,4,3,4,3,4,4,4,2,3,3,3,3,4,3
9/26/2019 9:11:58,5-10,Arcade,Diamond,Support,Zenyatta,Symmetra,Zenyatta,McCree,Lucio,4,3,3,3,3,3,4,1,5,3,2,3,3,1,4,4,2,3,5,3,4,4,1,4,4,4,4,3,3,3,5,4,2,4,3,3,2,1,4,2,2,2,4,4,3,2,1,3,5,1,4,5,2,4,4,4,3,5,4,3,2,1,4,5,3,4,5,4,3,2,3,3,2,2,4,1,4,3,5,2,3,4,2,4,4,4,1,3,3,2,4,2,3
9/26/2019 9:16:11,5-10,Competitive,Grandmasters,Tank,D.va,Doomfist,D.va,Zarya,Soldier: 76,2,4,3,3,3,3,4,1,4,2,2,3,3,2,3,2,4,3,5,4,3,4,2,4,4,3,3,2,1,4,4,3,1,5,3,3,2,1,4,3,3,3,4,3,3,3,1,3,5,4,3,4,3,3,2,1,3,2,3,3,2,4,3,3,3,4,4,3,3,5,5,2,2,2,4,2,3,3,5,4,3,5,5,3,4,4,2,5,4,3,5,5,2
9/26/2019 9:17:22,5-10,Scrims,Diamond,Support,Ana,Doomfist,Zenyatta,Ana,Moira,2,3,3,2,4,3,3,1,2,4,5,3,4,4,3,3,3,3,5,4,3,3,2,3,4,4,3,3,4,3,4,3,1,2,4,4,2,4,3,3,3,2,4,5,2,3,3,3,5,3,3,4,3,4,2,2,2,2,3,3,1,3,3,2,2,3,5,5,3,2,2,4,1,1,4,2,4,2,3,3,2,3,1,5,4,4,2,2,2,3,3,3,3
9/26/2019 9:18:31,20+,Quick Play,Diamond,"Support, Tank",Mercy,Doomfist,Mercy,Zenyatta,Ana,1,4,3,2,4,2,1,1,4,2,5,3,4,4,4,5,4,3,3,5,3,5,4,3,1,5,3,2,4,4,4,5,2,3,4,3,3,2,4,3,4,3,1,5,3,4,4,4,5,5,3,4,2,4,2,3,3,5,5,4,5,5,3,5,5,3,5,5,3,5,5,2,4,3,5,5,5,2,4,5,2,2,4,5,5,5,2,1,1,3,5,5,2
9/26/2019 9:18:36,5-10,Quick Play,Diamond,"Support, Tank",Reinhardt,Sombra,Reinhardt,Zenyatta,Winston,3,3,3,2,1,4,5,1,4,1,1,1,4,3,4,1,1,2,4,3,5,1,1,5,5,4,3,4,1,5,3,3,2,1,1,5,2,2,3,3,3,3,2,3,3,2,1,5,5,5,3,4,1,3,5,5,2,5,3,5,2,5,3,1,4,3,5,5,3,4,4,4,5,1,4,5,5,1,4,4,3,3,4,4,5,5,1,5,2,3,3,5,3
9/26/2019 9:18:44,10-20,Competitive,Diamond,Support,Lucio,Orisa,Lucio,Zenyatta,Tracer,3,3,4,4,3,4,4,1,3,5,5,2,4,3,4,3,2,3,5,5,3,3,1,3,4,3,3,3,1,4,5,5,1,4,4,3,2,1,3,4,3,3,5,5,4,4,2,3,5,5,3,4,5,4,5,4,2,5,5,3,4,5,3,3,2,4,5,5,3,4,4,3,2,1,5,4,5,3,4,3,3,4,3,4,5,5,3,4,4,3,3,3,3
9/26/2019 9:18:54,20+,Scrims,t500,Damage,Genji,Sombra,Genji,Pharah,Brigette,4,2,3,4,3,3,4,4,3,5,5,2,5,4,3,3,2,2,3,3,3,4,3,3,5,5,3,3,3,4,2,3,1,2,1,3,3,2,3,5,1,2,5,4,1,2,3,3,5,4,3,4,2,3,4,1,3,4,4,3,2,3,2,3,2,3,5,4,2,4,3,2,1,1,4,2,3,2,4,4,2,2,1,4,5,4,2,2,3,2,4,4,3
9/26/2019 9:19:02,10-20,Competitive,Masters,Damage,McCree,Doomfist,McCree,Hanzo,Widowmaker,4,4,3,3,1,3,1,1,5,4,3,3,5,2,4,1,1,3,5,5,3,4,1,4,5,3,3,4,2,4,3,3,2,4,2,4,1,1,5,1,1,2,5,4,3,5,5,4,5,5,3,5,1,4,3,2,3,3,3,3,3,3,3,3,3,3,5,5,2,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,4,4,2,4,3,3,5,5,3
9/26/2019 9:19:33,10-20,Quick Play,Gold,Support,Zenyatta,Doomfist,Moira,Zenyatta,Lucio,2,3,3,3,1,4,2,1,4,1,2,2,1,3,3,3,3,3,4,2,3,3,2,3,2,3,3,2,2,3,3,4,1,4,2,3,3,2,4,2,2,2,3,3,3,1,2,3,5,4,3,5,4,3,3,2,3,5,5,3,4,5,3,4,3,4,5,5,3,2,3,2,4,3,3,1,5,2,4,4,3,3,2,4,3,4,2,4,3,3,5,4,3
9/26/2019 9:19:51,5-10,Quick Play,Platinum,Damage,Tracer,Widowmaker,Tracer,McCree,Ashe,5,5,3,2,3,3,5,4,3,4,4,3,2,1,4,2,4,3,5,5,3,4,3,3,4,4,2,4,4,4,5,5,3,1,3,3,1,3,3,1,3,3,5,4,3,1,1,5,5,5,3,5,5,3,1,1,2,5,5,3,1,5,3,1,2,3,5,5,3,1,3,3,4,1,3,5,5,2,5,5,3,4,2,3,2,5,2,4,5,3,5,5,3
9/26/2019 9:20:33,20+,Quick Play,Grandmasters,"Damage, Support",Ana,Doomfist,Ana,Genji,Widowmaker,4,2,2,4,1,2,4,1,4,5,4,2,5,4,5,1,1,2,5,5,4,4,2,3,5,3,1,2,4,3,5,5,1,4,1,2,1,1,3,1,3,2,5,4,2,5,2,3,5,4,2,3,2,3,4,4,2,1,5,2,3,5,3,1,4,3,5,5,3,4,4,2,1,1,4,1,5,2,4,4,2,2,2,4,1,5,2,3,1,4,5,5,3
9/26/2019 9:21:21,10-20,Competitive,Platinum,Support,Ana,Doomfist,Moira,Mercy,Ana,3,3,3,3,1,4,1,1,5,1,2,4,3,4,3,5,3,3,1,3,3,4,2,3,5,3,3,2,2,3,4,5,3,4,1,4,5,5,3,5,5,3,2,1,3,1,1,5,5,5,3,5,5,3,2,5,2,2,5,3,5,5,3,5,5,3,5,5,2,1,5,3,4,2,4,4,5,2,4,2,3,1,1,5,3,3,2,2,2,2,5,4,2
9/26/2019 9:21:45,5-10,Quick Play,Platinum,Support,Ana,Doomfist,Ana,Mercy,Zenyatta,3,3,3,2,2,3,1,1,5,3,3,3,5,3,3,3,2,3,4,3,3,3,1,4,4,2,3,4,3,2,3,3,2,4,2,3,4,1,4,4,2,4,3,3,3,2,2,3,5,5,3,4,4,3,3,2,2,3,3,3,3,3,3,4,2,3,5,5,3,2,4,2,2,2,4,4,4,2,4,4,3,2,2,4,4,4,1,3,1,4,4,3,3
9/26/2019 9:22:27,0-5,Competitive,Diamond,Damage,Doomfist,Sombra,Ana,McCree,Winston,5,5,2,2,2,3,5,4,4,3,4,2,3,2,3,5,5,3,5,5,2,4,2,3,3,4,2,3,3,3,2,3,1,3,1,4,4,2,3,5,4,1,2,2,3,2,1,5,4,4,3,5,4,2,1,1,1,5,3,3,2,3,2,2,1,4,4,4,2,3,3,3,1,1,5,2,3,2,4,4,3,3,2,4,5,5,2,5,2,3,4,4,2
9/26/2019 9:23:26,10-20,Competitive,Grandmasters,Damage,Tracer,Moira,Hanzo,Doomfist,Tracer,3,2,3,1,1,3,4,4,4,2,3,1,4,3,3,1,1,3,4,3,3,3,1,3,2,4,3,2,4,3,5,5,1,1,1,3,1,1,3,1,1,3,5,5,1,5,5,3,4,5,3,2,1,4,1,1,4,4,5,3,1,5,3,1,1,5,4,5,3,2,3,2,2,1,4,1,4,1,4,4,2,2,1,4,4,4,1,4,2,3,4,5,2
9/26/2019 9:24:56,10-20,Quick Play,Diamond,Tank,D.va,Doomfist,D.va,Roadhog,Zarya,4,4,3,3,3,3,2,1,5,4,3,2,3,1,4,3,3,2,4,4,4,4,1,4,3,3,3,3,2,4,5,5,2,3,1,2,3,2,4,3,3,3,5,4,2,2,2,4,5,5,3,4,2,4,2,2,3,5,4,3,4,3,2,2,1,3,5,4,3,5,4,2,1,1,5,5,5,2,5,4,3,4,3,4,5,5,2,2,2,4,5,5,3
9/26/2019 9:27:29,0-5,Competitive,Diamond,Tank,Wrecking Ball,Doomfist,Wrecking Ball,Reinhardt,Orisa,2,5,3,1,2,3,1,1,5,1,4,3,1,1,4,3,4,3,1,4,3,1,1,5,1,4,3,1,1,5,5,5,3,1,2,3,1,1,5,1,5,3,3,4,3,1,1,4,2,4,2,1,2,4,1,2,2,3,4,3,1,4,3,1,4,3,3,5,1,2,4,3,5,5,4,5,5,2,2,4,3,1,3,4,2,5,2,5,5,3,3,5,2
9/26/2019 9:29:01,10-20,Competitive,Platinum,Support,Lucio,Bastion,Lucio,Zenyatta,Ashe,5,4,3,3,2,2,3,2,4,3,3,3,3,2,3,3,2,2,3,3,3,4,2,3,3,3,3,3,2,3,3,3,2,3,2,3,3,2,4,3,3,2,3,2,2,3,2,3,4,4,2,3,3,3,1,3,2,5,5,3,3,4,2,5,3,4,5,5,2,4,4,2,1,3,5,3,3,3,3,3,3,4,3,4,5,3,2,4,4,3,3,3,3
9/26/2019 9:29:08,5-10,Arcade,Masters,Support,Ana,Symmetra,Tracer,Widowmaker,Zenyatta,4,4,3,4,3,3,4,2,4,3,3,3,2,2,4,5,5,3,5,5,3,5,5,3,5,5,3,1,1,5,3,3,3,4,4,3,4,1,5,4,4,3,5,4,2,5,5,3,5,5,3,4,4,3,2,2,2,4,3,3,3,3,3,4,2,4,5,5,2,3,4,3,2,2,4,1,4,3,5,4,3,5,3,4,5,5,2,5,5,3,5,4,3
9/26/2019 9:32:39,0-5,Quick Play,Diamond,"Damage, Support",McCree,Mei,McCree,Tracer,Widowmaker,3,3,3,3,2,4,2,1,5,3,2,3,4,3,3,4,3,3,5,4,3,4,1,4,5,4,3,5,3,4,5,5,2,3,2,4,3,2,4,4,3,3,5,4,3,5,5,3,5,4,3,5,3,3,5,1,4,5,2,3,4,2,3,5,3,4,5,4,3,5,4,3,4,2,4,2,3,2,5,3,3,3,1,5,4,4,3,2,1,4,5,2,4
9/26/2019 9:33:28,0-5,Competitive,Diamond,Tank,D.va,Orisa,D.va,Reinhardt,Tracer,3,2,3,3,1,3,3,1,4,2,2,3,5,3,3,5,3,2,5,4,3,3,1,5,3,3,2,3,1,4,3,3,3,3,1,4,2,1,4,3,2,3,5,4,2,3,3,3,5,3,3,4,3,3,3,1,3,3,2,2,1,1,3,4,3,3,4,3,3,5,3,2,1,2,4,4,3,3,4,4,3,3,1,3,4,3,3,3,1,3,5,3,2
9/26/2019 9:33:42,10-20,Competitive,Diamond,Damage,Tracer,Bastion,Tracer,Doomfist,Ana,1,4,3,1,1,3,5,4,3,1,3,3,5,1,5,1,1,3,4,4,4,1,1,4,4,3,3,1,1,5,1,2,2,5,4,1,1,1,5,1,1,4,5,5,1,2,4,3,5,4,1,1,1,5,1,1,4,1,4,3,1,3,3,1,1,5,5,5,2,1,4,3,1,4,5,1,5,2,1,4,3,1,1,5,2,5,2,1,1,5,5,4,2
9/26/2019 9:33:47,0-5,Quick Play,Gold,Support,Zenyatta,Moira,Zenyatta,Hanzo,Ana,4,4,3,1,5,3,2,1,4,4,4,3,5,4,3,4,3,3,5,4,3,5,3,4,2,3,3,1,2,4,4,5,2,4,2,3,2,2,3,2,3,2,5,4,3,4,4,3,5,5,3,3,2,4,4,4,2,5,5,3,4,3,3,3,1,4,5,5,3,3,3,3,1,3,5,4,4,2,3,3,3,4,3,4,5,4,2,5,3,3,4,3,3
9/26/2019 9:34:03,10-20,Quick Play,Platinum,"Support, Tank",Moira,Doomfist,Orisa,Moira,Reinhardt,3,3,3,3,2,4,2,1,4,2,2,3,3,2,4,4,4,3,4,4,4,5,3,3,2,2,3,3,2,4,5,4,3,1,3,3,2,1,5,3,3,3,2,4,2,1,2,4,3,3,3,4,2,4,3,3,3,3,4,3,4,4,3,4,3,4,4,4,3,2,3,3,5,4,3,2,3,2,4,4,3,4,2,4,1,3,3,1,3,3,5,4,3
9/26/2019 9:35:38,0-5,Competitive,Masters,Support,Tracer,Orisa,Reinhardt,Winston,Ana,5,3,3,1,1,3,4,2,3,4,4,2,2,2,4,3,1,3,2,3,3,3,3,3,2,3,3,3,1,5,4,3,2,4,2,4,1,1,5,2,3,3,5,3,3,1,3,4,4,4,3,3,3,4,3,2,3,4,4,2,1,1,4,4,3,4,4,5,3,5,4,3,1,1,4,4,4,3,4,4,2,3,3,3,4,3,2,2,3,4,4,4,3
9/26/2019 9:34:30,5-10,Quick Play,Gold,Damage,Tracer,Symmetra,Tracer,Soldier: 76,Widowmaker,4,5,3,2,1,3,3,1,5,5,5,1,4,3,4,3,3,3,5,5,3,2,1,5,4,5,3,1,1,5,5,5,1,1,1,5,1,1,5,3,2,3,5,5,2,5,3,3,5,5,3,3,1,5,1,1,3,5,5,3,3,4,3,1,1,5,5,5,2,5,5,3,1,1,5,5,5,2,5,5,3,5,2,5,5,5,2,5,4,3,5,4,3
9/26/2019 9:35:54,10-20,Arcade,Masters,Damage,Genji,Sigma,Genji,Widowmaker,Zenyatta,3,5,2,5,1,3,5,1,5,5,5,3,3,3,3,3,2,2,5,4,3,3,1,3,5,3,3,3,3,3,5,5,1,3,1,4,4,1,3,5,1,3,5,2,3,5,1,3,5,3,3,4,1,4,1,1,5,3,4,3,2,5,2,3,1,5,5,5,2,4,4,2,1,1,4,3,3,2,5,3,2,1,1,5,4,4,2,4,4,2,5,3,3
9/26/2019 9:36:35,10-20,Competitive,Diamond,Tank,Roadhog,Doomfist,Roadhog,D.va,Zarya,4,4,3,3,3,3,1,1,5,4,4,2,3,3,4,4,4,3,5,4,3,2,2,4,4,3,3,2,2,4,4,4,1,2,1,3,3,1,4,4,3,3,4,3,2,2,2,3,4,4,3,4,4,3,3,4,2,4,3,4,2,4,3,2,1,5,4,4,3,4,5,3,1,1,5,4,4,2,5,5,3,5,2,5,3,4,2,3,2,4,5,3,3
9/26/2019 9:40:45,5-10,Competitive,Diamond,Damage,Genji,Orisa,Genji,Hanzo,Pharah,2,4,3,2,2,2,3,2,2,5,5,2,4,4,4,2,3,3,3,2,3,3,2,3,4,3,3,2,3,3,2,5,1,3,2,3,2,1,2,2,1,2,4,4,3,3,1,5,4,4,3,4,2,4,1,1,3,1,5,3,2,5,3,1,1,2,4,5,4,2,5,3,1,1,5,2,5,3,3,4,3,5,4,4,4,5,2,5,4,3,4,3,3
9/26/2019 9:50:52,10-20,Competitive,Gold,Tank,Sigma,Symmetra,Zarya,Sigma,Wrecking Ball,2,3,4,5,1,4,1,1,5,2,3,1,4,3,2,4,2,3,4,2,3,5,1,4,2,2,3,4,1,4,5,5,1,5,1,2,5,1,5,5,2,4,2,3,3,1,3,3,3,3,3,5,5,3,4,2,3,4,2,4,1,5,3,5,3,3,5,3,3,4,3,3,3,1,5,5,3,2,5,3,3,5,5,3,2,2,1,5,4,3,5,5,2
9/26/2019 9:50:53,5-10,Quick Play,Platinum,Support,Ana,Mei,Zenyatta,Mercy,Zarya,3,3,3,2,1,3,5,1,4,4,2,2,3,2,4,4,4,3,4,4,3,2,1,4,3,2,4,3,1,4,4,4,2,4,2,3,2,2,3,5,4,3,2,2,3,2,2,3,5,3,3,4,4,3,4,3,2,4,3,3,3,4,3,3,2,4,4,4,3,4,4,2,3,2,4,3,3,3,4,3,3,4,2,4,3,3,3,4,2,4,5,3,3
9/26/2019 9:52:07,0-5,Quick Play,N/A (don't play comp),Support,Ana,Doomfist,Lucio,Ana,Pharah,3,3,3,2,1,3,2,1,4,1,2,3,4,3,4,4,3,3,2,3,3,3,1,4,5,2,4,2,3,3,3,3,3,4,2,3,3,1,3,2,3,3,2,3,3,2,3,3,5,3,3,4,3,3,1,2,3,3,3,3,2,3,3,3,2,3,2,4,3,1,4,3,2,3,3,1,3,3,3,3,3,3,2,3,4,3,3,5,3,3,1,3,3
9/26/2019 9:54:07,20+,Competitive,Diamond,"Damage, Tank",Tracer,Widowmaker,Reinhardt,Symmetra,Winston,4,5,3,5,2,2,5,2,4,4,4,2,4,3,5,3,5,3,4,3,5,4,1,3,5,2,3,2,1,3,4,5,2,5,1,4,3,1,2,5,3,3,5,1,4,4,1,5,4,4,4,4,2,5,3,5,1,3,1,4,3,2,3,3,3,2,4,5,4,4,4,5,4,3,4,5,5,2,4,3,3,5,4,3,5,3,2,5,2,3,4,4,4
9/26/2019 9:54:20,5-10,Quick Play,Platinum,"Support, Tank",Zarya,Widowmaker,Zenyatta,Zarya,Reinhardt,5,5,3,4,4,3,4,2,4,3,3,3,3,2,4,5,5,2,5,5,3,4,3,4,5,5,3,3,3,2,5,5,2,5,5,3,3,3,4,5,5,3,5,5,3,3,1,5,5,5,3,5,5,3,3,1,4,5,5,3,5,5,3,5,3,4,5,5,3,5,5,3,2,2,4,5,5,1,5,5,2,3,3,5,4,4,2,4,4,3,5,5,2
9/26/2019 9:55:03,0-5,Competitive,Platinum,Damage,Soldier: 76,Doomfist,Tracer,Roadhog,Reinhardt,4,3,3,4,2,4,4,1,4,2,4,2,3,2,3,3,3,3,4,4,3,2,1,5,3,3,3,2,2,4,5,5,3,3,2,2,3,1,4,2,3,3,5,4,2,3,2,4,4,3,3,5,4,3,4,3,3,4,4,3,2,3,3,3,2,4,4,4,3,4,4,3,2,2,4,5,5,3,5,3,3,5,4,4,4,4,3,5,5,3,4,3,3
9/26/2019 9:55:35,5-10,Arcade,Silver,Support,Zenyatta,Widowmaker,Zenyatta,Ana,Lucio,3,4,2,4,3,4,1,4,4,1,4,3,4,3,3,5,4,3,4,5,3,5,5,2,4,5,3,5,2,4,5,5,3,2,5,3,5,2,5,4,3,3,5,4,3,1,1,4,5,5,3,4,5,2,1,3,3,5,5,3,1,3,2,3,2,3,5,5,3,5,5,3,4,3,4,4,5,2,5,5,3,3,3,3,4,3,2,5,5,3,5,4,3
9/26/2019 9:56:16,10-20,Competitive,Platinum,Tank,Doomfist,Pharah,Genji,Roadhog,Zenyatta,4,4,3,4,2,3,5,3,4,4,3,2,5,3,4,2,2,3,5,4,3,3,1,2,1,2,3,5,5,3,5,5,3,2,1,4,3,2,2,4,3,3,3,1,3,1,1,2,5,5,3,5,5,3,3,3,1,2,3,3,1,3,3,4,3,3,5,5,3,5,5,3,4,2,3,5,5,3,5,4,3,5,3,3,5,5,2,5,5,3,4,3,3
9/26/2019 9:56:51,0-5,Competitive,Diamond,"Support, Tank",Zenyatta,Symmetra,Lucio,Zenyatta,Ana,4,3,2,2,2,2,3,1,4,5,4,2,4,3,4,2,2,3,3,3,3,2,2,4,2,4,2,3,2,4,4,5,3,3,2,3,4,1,4,4,3,2,3,3,3,3,2,4,5,4,3,3,3,4,2,2,4,5,5,4,3,3,4,3,2,5,5,5,4,3,3,2,1,1,5,4,5,2,4,4,2,4,2,5,4,3,2,3,2,3,5,4,4
9/26/2019 9:59:17,5-10,Competitive,Platinum,Tank,Winston,Sombra,Winston,Reinhardt,Zarya,1,3,3,4,2,5,4,1,4,3,4,1,1,2,3,4,3,3,2,3,3,3,1,5,4,3,3,2,3,4,3,4,2,2,1,5,3,1,5,1,4,2,3,1,3,3,4,4,4,4,3,3,1,5,4,4,3,2,5,3,1,3,2,1,1,5,4,5,2,2,4,3,1,1,5,5,5,4,3,3,3,3,4,5,5,5,3,3,4,3,5,5,3
9/26/2019 10:00:22,20+,Quick Play,N/A (don't play comp),"Support, Tank",Roadhog,Doomfist,Roadhog,Lucio,Tracer,3,3,4,2,3,3,1,1,5,4,2,2,4,3,4,5,4,3,4,2,4,4,4,3,5,5,3,3,4,4,5,5,1,2,2,4,3,2,3,3,2,3,5,4,4,5,4,4,5,5,3,3,3,3,5,5,2,5,4,4,2,2,3,4,4,5,2,3,3,4,4,3,2,2,4,3,3,3,5,4,3,3,2,5,5,5,2,4,2,4,2,3,3
9/26/2019 10:00:58,10-20,Competitive,Platinum,"Support, Tank",Zenyatta,Doomfist,Zenyatta,Lucio,D.va,5,3,3,4,2,3,1,1,4,1,3,3,2,2,4,1,1,3,5,4,3,5,1,4,5,2,3,2,2,4,4,4,1,2,1,2,2,1,5,1,2,2,5,4,2,4,1,4,5,5,3,5,5,3,2,3,2,5,4,3,1,3,3,4,3,3,5,5,2,5,5,1,2,2,4,5,5,1,4,3,2,5,3,5,4,3,1,3,1,3,5,4,4
9/26/2019 10:01:28,5-10,Competitive,Gold,Damage,Tracer,Moira,McCree,Tracer,Ashe,5,5,3,5,2,3,4,1,4,3,2,2,4,2,3,3,3,3,5,5,3,4,3,3,4,4,3,4,3,4,4,5,2,4,3,3,1,1,4,3,3,3,5,4,3,5,4,3,5,5,3,3,4,4,5,4,2,3,3,3,1,4,3,2,1,4,5,5,3,4,4,3,1,2,5,5,5,3,5,5,2,3,1,5,4,5,2,5,3,3,5,5,3
9/26/2019 10:01:42,20+,Scrims,t500,Tank,Winston,Doomfist,Reinhardt,Orisa,Winston,3,5,3,3,5,3,5,1,4,5,5,2,5,4,4,4,5,3,5,5,2,2,3,4,2,4,3,2,3,3,3,5,2,4,2,5,2,3,3,4,4,3,5,5,3,5,5,3,5,5,3,5,5,4,2,2,3,5,4,3,1,5,2,2,1,3,5,5,3,2,2,3,4,1,5,4,5,2,3,3,2,5,3,4,5,5,2,4,4,3,4,4,2
9/26/2019 10:01:48,0-5,Competitive,Platinum,Tank,Zarya,Torbjorn,Tracer,Pharah,Zarya,2,3,2,1,2,3,2,4,3,2,4,2,4,3,4,3,2,2,2,3,3,3,3,3,4,4,3,2,3,3,4,3,2,2,4,3,2,2,3,1,1,3,5,3,2,3,3,3,4,4,3,2,4,3,4,4,3,2,5,3,2,4,3,1,1,3,5,4,3,3,5,2,2,4,4,4,4,3,2,1,3,1,5,3,5,5,2,1,5,3,5,5,3
9/26/2019 10:03:03,5-10,Competitive,Platinum,Support,Baptiste,Tracer,Baptiste,Zenyatta,Ana,3,3,3,2,2,2,1,2,4,2,3,3,1,3,3,3,2,3,3,3,3,2,2,3,4,3,3,3,3,3,4,3,3,2,2,3,2,1,3,3,3,3,2,2,3,3,2,3,4,3,3,5,3,4,1,2,3,2,3,2,4,4,3,3,3,3,5,3,3,3,3,2,3,3,4,2,3,2,3,2,3,2,2,4,1,2,3,1,2,3,4,2,3
9/26/2019 10:06:03,10-20,Competitive,Masters,Tank,Winston,Doomfist,Winston,Orisa,Reinhardt,3,4,2,3,1,4,3,1,5,4,5,1,4,4,4,4,1,4,4,4,3,2,1,5,4,4,3,4,2,5,5,5,1,4,2,3,3,1,5,2,3,3,5,5,2,4,2,4,5,5,3,5,4,4,4,4,3,5,5,4,3,5,3,4,3,5,5,5,2,5,5,2,5,4,5,5,5,1,5,4,3,2,2,5,5,5,2,4,3,3,5,5,4
